#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.4809 Longitude (closest value to Latitude:35.3764, Longitude:-98.465) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-ES365_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,282.012329
2006-01-02,264.925934
2006-01-03,255.644501
2006-01-04,260.778290
2006-01-05,263.711304
2006-01-06,261.197388
2006-01-07,264.471283
2006-01-08,269.901459
2006-01-09,262.873444
2006-01-10,257.969299
2006-01-11,254.866028
2006-01-12,257.524750
2006-01-13,261.402100
2006-01-14,267.409058
2006-01-15,267.782440
2006-01-16,273.609924
2006-01-17,271.203217
2006-01-18,271.478607
2006-01-19,269.686768
2006-01-20,263.536407
2006-01-21,262.278259
2006-01-22,265.174591
2006-01-23,271.329651
2006-01-24,268.841003
2006-01-25,263.144379
2006-01-26,265.869263
2006-01-27,263.620087
2006-01-28,265.595764
2006-01-29,276.927765
2006-01-30,277.953094
2006-01-31,270.286621
2006-02-01,265.001221
2006-02-02,268.407318
2006-02-03,268.248016
2006-02-04,270.364532
2006-02-05,271.995697
2006-02-06,267.526337
2006-02-07,267.195709
2006-02-08,273.213470
2006-02-09,272.998047
2006-02-10,263.619202
2006-02-11,256.423157
2006-02-12,261.220673
2006-02-13,267.446930
2006-02-14,272.225281
2006-02-15,271.141693
2006-02-16,263.811584
2006-02-17,269.078369
2006-02-18,272.557495
2006-02-19,266.691071
2006-02-20,261.563965
2006-02-21,262.415009
2006-02-22,271.297760
2006-02-23,273.641968
2006-02-24,273.985138
2006-02-25,273.849243
2006-02-26,274.682190
2006-02-27,282.988831
2006-02-28,285.290070
2006-03-01,280.136536
2006-03-02,276.423523
2006-03-03,271.942017
2006-03-04,274.695068
2006-03-05,284.562897
2006-03-06,285.496979
2006-03-07,272.801270
2006-03-08,270.166260
2006-03-09,276.030029
2006-03-10,275.954590
2006-03-11,278.106262
2006-03-12,282.153229
2006-03-13,282.444458
2006-03-14,280.559174
2006-03-15,281.737915
2006-03-16,285.556793
