#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.4809 Longitude (closest value to Latitude:35.3764, Longitude:-98.465) "
#Original Data File(s):
#agg_macav2metdata_tasmin_GFDL-ESM2G_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,274.214691
2006-01-02,276.925720
2006-01-03,273.490906
2006-01-04,278.793610
2006-01-05,273.832336
2006-01-06,273.193726
2006-01-07,279.373749
2006-01-08,270.309113
2006-01-09,268.114624
2006-01-10,269.732147
2006-01-11,271.666534
2006-01-12,279.200134
2006-01-13,282.300293
2006-01-14,273.281891
2006-01-15,269.679504
2006-01-16,268.215149
2006-01-17,268.094696
2006-01-18,267.948181
2006-01-19,267.867188
2006-01-20,266.534424
2006-01-21,269.431366
2006-01-22,271.964111
2006-01-23,273.946655
2006-01-24,276.615143
2006-01-25,270.467468
2006-01-26,265.587616
2006-01-27,261.942505
2006-01-28,263.534241
2006-01-29,264.603180
2006-01-30,265.709991
2006-01-31,270.760284
2006-02-01,273.562958
2006-02-02,269.619385
2006-02-03,270.230560
2006-02-04,269.446625
2006-02-05,271.535889
2006-02-06,271.825897
2006-02-07,274.179413
2006-02-08,278.630127
2006-02-09,279.688171
2006-02-10,276.225586
2006-02-11,277.531006
2006-02-12,286.828217
2006-02-13,263.172455
2006-02-14,258.081024
2006-02-15,265.352539
2006-02-16,273.153198
2006-02-17,276.420258
2006-02-18,280.270538
2006-02-19,282.546875
2006-02-20,282.354675
2006-02-21,271.603271
2006-02-22,269.286469
2006-02-23,276.860535
2006-02-24,277.249695
2006-02-25,283.879150
2006-02-26,286.113861
2006-02-27,280.806030
2006-02-28,277.415680
2006-03-01,283.759155
2006-03-02,285.104095
2006-03-03,286.162567
2006-03-04,285.124756
2006-03-05,272.011322
2006-03-06,267.851440
2006-03-07,274.428192
2006-03-08,275.870544
2006-03-09,271.198059
2006-03-10,275.223053
2006-03-11,279.013123
2006-03-12,278.234314
2006-03-13,270.184814
2006-03-14,280.189362
2006-03-15,277.417816
2006-03-16,276.983429
