#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.4809 Longitude (closest value to Latitude:35.3764, Longitude:-98.465) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CCSM4_r6i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,271.602997
2006-01-02,270.625092
2006-01-03,260.624237
2006-01-04,262.639557
2006-01-05,265.847778
2006-01-06,266.863159
2006-01-07,267.699982
2006-01-08,273.994110
2006-01-09,270.378723
2006-01-10,267.446594
2006-01-11,268.563385
2006-01-12,271.145844
2006-01-13,273.177673
2006-01-14,271.239960
2006-01-15,269.666626
2006-01-16,273.259735
2006-01-17,278.515320
2006-01-18,275.603088
2006-01-19,267.591583
2006-01-20,269.644165
2006-01-21,266.313416
2006-01-22,270.168701
2006-01-23,264.492249
2006-01-24,265.609436
2006-01-25,268.322296
2006-01-26,268.344025
2006-01-27,267.963470
2006-01-28,273.143616
2006-01-29,275.011322
2006-01-30,271.937866
2006-01-31,265.917938
2006-02-01,270.178192
2006-02-02,273.500244
2006-02-03,270.797638
2006-02-04,273.196686
2006-02-05,265.248779
2006-02-06,271.257050
2006-02-07,275.851166
2006-02-08,276.658264
2006-02-09,265.746948
2006-02-10,263.438721
2006-02-11,269.112427
2006-02-12,272.612946
2006-02-13,274.444000
2006-02-14,272.665924
2006-02-15,284.083130
2006-02-16,286.624908
2006-02-17,286.228027
2006-02-18,287.911713
2006-02-19,287.537170
2006-02-20,286.989410
2006-02-21,286.914276
2006-02-22,287.078491
2006-02-23,275.134094
2006-02-24,273.142548
2006-02-25,272.598877
2006-02-26,275.378876
2006-02-27,276.975281
2006-02-28,278.453644
2006-03-01,281.841980
2006-03-02,284.889496
2006-03-03,283.429047
2006-03-04,281.751343
2006-03-05,278.596985
2006-03-06,275.071320
2006-03-07,276.197235
2006-03-08,274.884644
2006-03-09,270.124725
2006-03-10,276.966278
2006-03-11,279.256500
2006-03-12,280.503754
2006-03-13,274.120209
2006-03-14,278.667542
2006-03-15,278.498199
2006-03-16,277.566742
