#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.4809 Longitude (closest value to Latitude:35.3764, Longitude:-98.465) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-ES365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,280.467896
2006-01-02,276.119629
2006-01-03,276.122101
2006-01-04,275.370880
2006-01-05,280.064667
2006-01-06,266.372772
2006-01-07,267.574280
2006-01-08,269.729156
2006-01-09,268.298859
2006-01-10,268.650665
2006-01-11,268.725006
2006-01-12,267.455475
2006-01-13,267.937958
2006-01-14,268.574890
2006-01-15,269.615265
2006-01-16,271.336761
2006-01-17,273.568054
2006-01-18,275.352478
2006-01-19,274.481049
2006-01-20,272.874054
2006-01-21,270.894165
2006-01-22,275.845367
2006-01-23,273.109131
2006-01-24,272.711792
2006-01-25,277.771393
2006-01-26,278.246918
2006-01-27,274.739807
2006-01-28,268.859711
2006-01-29,267.158142
2006-01-30,266.754944
2006-01-31,268.192749
2006-02-01,266.729889
2006-02-02,263.802338
2006-02-03,268.059235
2006-02-04,274.055359
2006-02-05,275.429932
2006-02-06,273.615143
2006-02-07,275.920837
2006-02-08,272.276093
2006-02-09,268.211029
2006-02-10,271.856812
2006-02-11,275.066559
2006-02-12,275.058685
2006-02-13,274.997528
2006-02-14,277.096405
2006-02-15,271.329254
2006-02-16,264.100800
2006-02-17,265.208405
2006-02-18,271.202332
2006-02-19,277.071930
2006-02-20,277.244598
2006-02-21,278.787659
2006-02-22,282.465393
2006-02-23,281.892334
2006-02-24,281.509247
2006-02-25,277.215759
2006-02-26,271.779572
2006-02-27,269.526093
2006-02-28,270.024689
2006-03-01,270.160461
2006-03-02,266.444763
2006-03-03,272.417938
2006-03-04,276.196045
2006-03-05,281.756531
2006-03-06,279.060028
2006-03-07,284.808014
2006-03-08,275.229584
2006-03-09,274.053467
2006-03-10,269.955994
2006-03-11,276.688782
2006-03-12,275.527130
2006-03-13,271.852234
2006-03-14,269.779907
2006-03-15,272.081116
2006-03-16,275.694305
