#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.4809 Longitude (closest value to Latitude:35.3764, Longitude:-98.465) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CSIRO-Mk3-6-0_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,273.071228
2006-01-02,277.350830
2006-01-03,265.676575
2006-01-04,263.753693
2006-01-05,266.732788
2006-01-06,270.146515
2006-01-07,269.808990
2006-01-08,271.744720
2006-01-09,269.218597
2006-01-10,268.607697
2006-01-11,270.746796
2006-01-12,274.127106
2006-01-13,278.079041
2006-01-14,278.920837
2006-01-15,265.807983
2006-01-16,264.842529
2006-01-17,267.428833
2006-01-18,269.232483
2006-01-19,269.952026
2006-01-20,264.502014
2006-01-21,262.088165
2006-01-22,265.653839
2006-01-23,272.050293
2006-01-24,274.520874
2006-01-25,270.011749
2006-01-26,269.047913
2006-01-27,270.091583
2006-01-28,272.382690
2006-01-29,270.736786
2006-01-30,272.474915
2006-01-31,272.749817
2006-02-01,271.273285
2006-02-02,274.901917
2006-02-03,276.145355
2006-02-04,271.916626
2006-02-05,277.469757
2006-02-06,276.579010
2006-02-07,278.352203
2006-02-08,278.724579
2006-02-09,275.640778
2006-02-10,279.170868
2006-02-11,269.623810
2006-02-12,270.184906
2006-02-13,269.466278
2006-02-14,271.404205
2006-02-15,275.625153
2006-02-16,271.674225
2006-02-17,274.635345
2006-02-18,281.074158
2006-02-19,280.569550
2006-02-20,272.174835
2006-02-21,271.911163
2006-02-22,276.817444
2006-02-23,277.770203
2006-02-24,275.460419
2006-02-25,273.422089
2006-02-26,273.006439
2006-02-27,274.353149
2006-02-28,277.567078
2006-03-01,279.368225
2006-03-02,278.105682
2006-03-03,281.651947
2006-03-04,279.281372
2006-03-05,281.426483
2006-03-06,279.831116
2006-03-07,286.108093
2006-03-08,276.265961
2006-03-09,274.025238
2006-03-10,269.839050
2006-03-11,270.398560
2006-03-12,274.896820
2006-03-13,280.065308
2006-03-14,280.115509
2006-03-15,284.594604
2006-03-16,286.253448
