#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3546 Latitude, -98.5642 Longitude (closest value to Latitude:35.3611, Longitude:-98.5712) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CCSM4_r6i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,271.058075
2006-01-02,273.432434
2006-01-03,269.074341
2006-01-04,269.989960
2006-01-05,275.272400
2006-01-06,274.697144
2006-01-07,270.597504
2006-01-08,274.413177
2006-01-09,271.664764
2006-01-10,272.648895
2006-01-11,272.003265
2006-01-12,274.298859
2006-01-13,276.922302
2006-01-14,281.819641
2006-01-15,278.278168
2006-01-16,272.176849
2006-01-17,271.672821
2006-01-18,274.159821
2006-01-19,274.632385
2006-01-20,278.084900
2006-01-21,274.860626
2006-01-22,276.389008
2006-01-23,275.442200
2006-01-24,280.406189
2006-01-25,277.977112
2006-01-26,270.812866
2006-01-27,273.600220
2006-01-28,270.145935
2006-01-29,265.176239
2006-01-30,266.887390
2006-01-31,270.059204
2006-02-01,273.283173
2006-02-02,268.163727
2006-02-03,264.408783
2006-02-04,267.518066
2006-02-05,269.440247
2006-02-06,268.881531
2006-02-07,267.330719
2006-02-08,271.987976
2006-02-09,272.226166
2006-02-10,271.862427
2006-02-11,266.712769
2006-02-12,263.146973
2006-02-13,267.728699
2006-02-14,264.527039
2006-02-15,269.032410
2006-02-16,263.264008
2006-02-17,263.378387
2006-02-18,265.285706
2006-02-19,272.443176
2006-02-20,272.746826
2006-02-21,270.144257
2006-02-22,270.871582
2006-02-23,271.441528
2006-02-24,270.989685
2006-02-25,275.963226
2006-02-26,277.960999
2006-02-27,273.261078
2006-02-28,271.929138
2006-03-01,273.184570
2006-03-02,273.944031
2006-03-03,276.249176
2006-03-04,279.735107
2006-03-05,275.142273
2006-03-06,279.514191
2006-03-07,279.210480
2006-03-08,280.725555
2006-03-09,276.574768
2006-03-10,278.081573
2006-03-11,279.703278
2006-03-12,280.319275
2006-03-13,275.151733
2006-03-14,274.656097
2006-03-15,275.308044
2006-03-16,270.892578
