#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3546 Latitude, -98.5642 Longitude (closest value to Latitude:35.3611, Longitude:-98.5712) "
#Original Data File(s):
#agg_macav2metdata_tasmin_GFDL-ESM2M_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,259.930359
2006-01-02,261.731812
2006-01-03,262.241028
2006-01-04,266.983521
2006-01-05,264.589081
2006-01-06,263.762726
2006-01-07,263.236389
2006-01-08,261.650757
2006-01-09,266.910522
2006-01-10,266.889923
2006-01-11,266.099701
2006-01-12,267.808594
2006-01-13,267.950958
2006-01-14,268.883942
2006-01-15,266.822357
2006-01-16,268.593811
2006-01-17,273.020203
2006-01-18,277.819122
2006-01-19,274.298645
2006-01-20,274.748230
2006-01-21,267.448700
2006-01-22,263.016418
2006-01-23,267.925781
2006-01-24,270.304230
2006-01-25,273.962830
2006-01-26,271.486298
2006-01-27,263.719666
2006-01-28,264.137024
2006-01-29,267.915649
2006-01-30,271.356659
2006-01-31,277.800659
2006-02-01,266.788086
2006-02-02,262.392883
2006-02-03,263.023926
2006-02-04,266.293945
2006-02-05,269.534271
2006-02-06,273.665070
2006-02-07,269.800293
2006-02-08,279.290558
2006-02-09,274.838776
2006-02-10,273.531982
2006-02-11,271.049927
2006-02-12,271.354645
2006-02-13,273.390839
2006-02-14,273.140411
2006-02-15,274.786041
2006-02-16,277.042664
2006-02-17,273.216797
2006-02-18,270.397736
2006-02-19,275.342072
2006-02-20,274.185699
2006-02-21,273.564301
2006-02-22,275.584076
2006-02-23,278.118378
2006-02-24,280.155243
2006-02-25,281.111481
2006-02-26,276.801788
2006-02-27,273.912354
2006-02-28,272.491028
2006-03-01,272.468597
2006-03-02,275.640167
2006-03-03,279.366669
2006-03-04,277.808075
2006-03-05,274.386414
2006-03-06,271.413788
2006-03-07,278.718170
2006-03-08,279.430786
2006-03-09,277.203247
2006-03-10,285.000793
2006-03-11,287.666931
2006-03-12,281.639038
2006-03-13,275.653809
2006-03-14,274.494843
2006-03-15,276.950439
2006-03-16,274.399994
