#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3546 Latitude, -98.5642 Longitude (closest value to Latitude:35.3611, Longitude:-98.5712) "
#Original Data File(s):
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,268.616699
2006-01-02,270.604370
2006-01-03,271.423584
2006-01-04,274.583588
2006-01-05,272.706024
2006-01-06,267.635101
2006-01-07,267.598816
2006-01-08,268.874390
2006-01-09,271.944611
2006-01-10,275.884003
2006-01-11,275.457092
2006-01-12,274.377411
2006-01-13,262.080719
2006-01-14,263.992706
2006-01-15,264.852875
2006-01-16,265.377289
2006-01-17,267.041321
2006-01-18,265.864380
2006-01-19,267.726074
2006-01-20,265.101562
2006-01-21,265.927582
2006-01-22,266.494659
2006-01-23,268.212250
2006-01-24,269.589661
2006-01-25,266.937714
2006-01-26,266.901794
2006-01-27,265.520020
2006-01-28,269.399139
2006-01-29,269.624725
2006-01-30,272.643524
2006-01-31,276.442444
2006-02-01,269.147339
2006-02-02,262.947571
2006-02-03,263.492188
2006-02-04,263.282013
2006-02-05,269.404694
2006-02-06,273.757996
2006-02-07,272.190125
2006-02-08,264.453094
2006-02-09,258.502472
2006-02-10,263.303528
2006-02-11,265.039032
2006-02-12,267.873627
2006-02-13,269.620331
2006-02-14,267.871948
2006-02-15,272.202179
2006-02-16,276.475250
2006-02-17,276.326538
2006-02-18,275.258026
2006-02-19,275.392761
2006-02-20,280.505707
2006-02-21,278.131012
2006-02-22,276.588165
2006-02-23,272.566833
2006-02-24,276.531616
2006-02-25,275.295258
2006-02-26,277.505768
2006-02-27,277.460571
2006-02-28,272.344696
2006-03-01,268.905396
2006-03-02,274.589996
2006-03-03,279.382629
2006-03-04,283.297882
2006-03-05,279.260681
2006-03-06,284.092377
2006-03-07,279.409363
2006-03-08,283.487915
2006-03-09,283.939178
2006-03-10,283.625488
2006-03-11,280.675842
2006-03-12,283.266541
2006-03-13,283.150391
2006-03-14,281.191376
2006-03-15,281.574738
2006-03-16,283.913239
