#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.4379 Latitude, -98.5642 Longitude (closest value to Latitude:35.4504, Longitude:-98.5443) "
#Original Data File(s):
#agg_macav2metdata_tasmin_inmcm4_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,271.616241
2006-01-02,270.235443
2006-01-03,272.327087
2006-01-04,278.235291
2006-01-05,275.231689
2006-01-06,275.365479
2006-01-07,276.416901
2006-01-08,269.650085
2006-01-09,270.020905
2006-01-10,275.437988
2006-01-11,270.944458
2006-01-12,275.384888
2006-01-13,273.673462
2006-01-14,271.470886
2006-01-15,277.531525
2006-01-16,274.221283
2006-01-17,269.296967
2006-01-18,274.441345
2006-01-19,267.448059
2006-01-20,265.374664
2006-01-21,263.852386
2006-01-22,264.192322
2006-01-23,264.783875
2006-01-24,262.420776
2006-01-25,264.159454
2006-01-26,264.452972
2006-01-27,267.373840
2006-01-28,269.953857
2006-01-29,272.473419
2006-01-30,267.948059
2006-01-31,269.902954
2006-02-01,269.991730
2006-02-02,263.375000
2006-02-03,274.481262
2006-02-04,270.911133
2006-02-05,271.392334
2006-02-06,266.405579
2006-02-07,271.095337
2006-02-08,270.418549
2006-02-09,271.268677
2006-02-10,277.894470
2006-02-11,277.183197
2006-02-12,270.453003
2006-02-13,271.714386
2006-02-14,269.823700
2006-02-15,270.736267
2006-02-16,272.617737
2006-02-17,273.538025
2006-02-18,275.080933
2006-02-19,274.493958
2006-02-20,274.627594
2006-02-21,269.563232
2006-02-22,268.442993
2006-02-23,277.177002
2006-02-24,278.264130
2006-02-25,276.236328
2006-02-26,272.304535
2006-02-27,271.163940
2006-02-28,272.115601
2006-03-01,275.495911
2006-03-02,275.779907
2006-03-03,282.080780
2006-03-04,272.659485
2006-03-05,278.908783
2006-03-06,280.954773
2006-03-07,274.018951
2006-03-08,274.713287
2006-03-09,274.753510
2006-03-10,275.506836
2006-03-11,272.158752
2006-03-12,277.432587
2006-03-13,276.099304
2006-03-14,274.184357
2006-03-15,273.582367
2006-03-16,280.217499
