#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.4379 Latitude, -98.5642 Longitude (closest value to Latitude:35.4504, Longitude:-98.5443) "
#Original Data File(s):
#agg_macav2metdata_tasmin_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,271.163910
2006-01-02,270.615234
2006-01-03,272.367737
2006-01-04,279.020721
2006-01-05,276.018219
2006-01-06,276.602295
2006-01-07,276.401703
2006-01-08,269.262543
2006-01-09,270.646393
2006-01-10,275.334045
2006-01-11,270.899689
2006-01-12,275.332001
2006-01-13,269.494263
2006-01-14,272.093140
2006-01-15,276.517883
2006-01-16,272.169525
2006-01-17,270.162201
2006-01-18,272.960846
2006-01-19,270.621643
2006-01-20,270.017731
2006-01-21,269.136169
2006-01-22,271.328033
2006-01-23,261.030243
2006-01-24,264.717529
2006-01-25,272.536316
2006-01-26,270.504425
2006-01-27,264.650421
2006-01-28,268.675537
2006-01-29,266.515961
2006-01-30,275.543976
2006-01-31,272.623505
2006-02-01,265.854919
2006-02-02,265.392487
2006-02-03,266.177826
2006-02-04,273.437927
2006-02-05,276.580353
2006-02-06,279.246521
2006-02-07,275.822968
2006-02-08,266.194305
2006-02-09,272.295380
2006-02-10,279.147491
2006-02-11,268.807648
2006-02-12,270.280640
2006-02-13,273.250244
2006-02-14,274.959869
2006-02-15,279.057037
2006-02-16,278.744812
2006-02-17,275.222107
2006-02-18,276.607483
2006-02-19,280.935028
2006-02-20,282.823486
2006-02-21,283.475952
2006-02-22,281.098511
2006-02-23,277.031525
2006-02-24,277.754730
2006-02-25,277.026154
2006-02-26,280.054382
2006-02-27,277.642395
2006-02-28,286.200989
2006-03-01,278.315094
2006-03-02,276.308228
2006-03-03,276.042572
2006-03-04,277.131378
2006-03-05,280.251190
2006-03-06,282.456909
2006-03-07,275.829956
2006-03-08,276.478455
2006-03-09,276.032898
2006-03-10,278.164032
2006-03-11,276.718140
2006-03-12,274.313446
2006-03-13,277.594879
2006-03-14,279.955688
2006-03-15,288.445740
2006-03-16,280.197174
