#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.4379 Latitude, -98.5642 Longitude (closest value to Latitude:35.4504, Longitude:-98.5443) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CanESM2_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,273.085815
2006-01-02,274.042542
2006-01-03,266.266846
2006-01-04,264.541626
2006-01-05,264.332764
2006-01-06,268.153290
2006-01-07,266.521454
2006-01-08,266.156616
2006-01-09,264.788269
2006-01-10,263.795502
2006-01-11,266.340759
2006-01-12,265.573059
2006-01-13,268.037170
2006-01-14,266.715240
2006-01-15,269.376862
2006-01-16,269.800201
2006-01-17,268.633728
2006-01-18,264.774780
2006-01-19,264.684875
2006-01-20,264.789032
2006-01-21,264.757996
2006-01-22,267.968018
2006-01-23,268.189331
2006-01-24,265.446198
2006-01-25,264.936768
2006-01-26,270.159485
2006-01-27,269.879974
2006-01-28,268.886383
2006-01-29,265.173279
2006-01-30,263.947327
2006-01-31,269.616913
2006-02-01,266.200348
2006-02-02,262.967316
2006-02-03,270.549835
2006-02-04,274.698059
2006-02-05,270.967377
2006-02-06,264.277740
2006-02-07,259.113403
2006-02-08,268.082458
2006-02-09,274.873108
2006-02-10,272.406494
2006-02-11,268.829590
2006-02-12,268.061401
2006-02-13,267.047119
2006-02-14,267.902679
2006-02-15,274.596466
2006-02-16,274.250946
2006-02-17,272.262970
2006-02-18,272.771484
2006-02-19,271.106567
2006-02-20,270.912292
2006-02-21,269.979004
2006-02-22,272.232117
2006-02-23,274.715790
2006-02-24,273.968567
2006-02-25,274.018372
2006-02-26,275.210663
2006-02-27,275.804230
2006-02-28,270.090942
2006-03-01,271.459442
2006-03-02,274.410522
2006-03-03,273.884644
2006-03-04,276.836761
2006-03-05,278.120087
2006-03-06,274.377899
2006-03-07,272.626770
2006-03-08,274.706207
2006-03-09,273.581207
2006-03-10,273.917603
2006-03-11,274.853210
2006-03-12,275.256836
2006-03-13,275.191620
2006-03-14,277.829834
2006-03-15,278.885376
2006-03-16,275.240204
