#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.4379 Latitude, -98.5642 Longitude (closest value to Latitude:35.4504, Longitude:-98.5443) "
#Original Data File(s):
#agg_macav2metdata_tasmin_BNU-ESM_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,281.867523
2006-01-02,277.577789
2006-01-03,279.070648
2006-01-04,277.190063
2006-01-05,280.528046
2006-01-06,281.857513
2006-01-07,280.236084
2006-01-08,274.532074
2006-01-09,276.287201
2006-01-10,276.048065
2006-01-11,275.204163
2006-01-12,271.699829
2006-01-13,271.980774
2006-01-14,272.459625
2006-01-15,274.413940
2006-01-16,274.739960
2006-01-17,265.425262
2006-01-18,263.545685
2006-01-19,264.803650
2006-01-20,268.103668
2006-01-21,263.728088
2006-01-22,264.772339
2006-01-23,270.645325
2006-01-24,265.864594
2006-01-25,264.867401
2006-01-26,267.259674
2006-01-27,269.984802
2006-01-28,272.532074
2006-01-29,274.303009
2006-01-30,276.371124
2006-01-31,276.429535
2006-02-01,279.157166
2006-02-02,280.699646
2006-02-03,274.692291
2006-02-04,272.543701
2006-02-05,262.422150
2006-02-06,272.130524
2006-02-07,278.157562
2006-02-08,271.421844
2006-02-09,278.957794
2006-02-10,276.142609
2006-02-11,276.936340
2006-02-12,279.286041
2006-02-13,276.807861
2006-02-14,265.634674
2006-02-15,268.308136
2006-02-16,271.943329
2006-02-17,275.647552
2006-02-18,273.887177
2006-02-19,274.862762
2006-02-20,279.781281
2006-02-21,280.311493
2006-02-22,278.049347
2006-02-23,275.902039
2006-02-24,275.813141
2006-02-25,274.958496
2006-02-26,277.167236
2006-02-27,282.051758
2006-02-28,282.289612
2006-03-01,280.751709
2006-03-02,280.894806
2006-03-03,284.184235
2006-03-04,283.411896
2006-03-05,278.462494
2006-03-06,278.639526
2006-03-07,274.843475
2006-03-08,276.921051
2006-03-09,278.184662
2006-03-10,272.132751
2006-03-11,276.148438
2006-03-12,272.514832
2006-03-13,271.047791
2006-03-14,271.875214
2006-03-15,264.888428
2006-03-16,264.971588
