#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.4379 Latitude, -98.5642 Longitude (closest value to Latitude:35.4504, Longitude:-98.5443) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-CC365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,272.262848
2006-01-02,266.360291
2006-01-03,265.867981
2006-01-04,269.034363
2006-01-05,272.438324
2006-01-06,274.542480
2006-01-07,269.521851
2006-01-08,267.031128
2006-01-09,268.524078
2006-01-10,271.100311
2006-01-11,269.566559
2006-01-12,264.127228
2006-01-13,261.791931
2006-01-14,263.611328
2006-01-15,267.041199
2006-01-16,268.633240
2006-01-17,267.441711
2006-01-18,267.968201
2006-01-19,269.341248
2006-01-20,269.322479
2006-01-21,272.495850
2006-01-22,269.564392
2006-01-23,268.868683
2006-01-24,268.439636
2006-01-25,268.621552
2006-01-26,269.186005
2006-01-27,268.437469
2006-01-28,267.880280
2006-01-29,270.081665
2006-01-30,270.876404
2006-01-31,269.466644
2006-02-01,271.217316
2006-02-02,270.317169
2006-02-03,272.097473
2006-02-04,272.286469
2006-02-05,269.059235
2006-02-06,268.306793
2006-02-07,269.235626
2006-02-08,268.655701
2006-02-09,270.211182
2006-02-10,271.399292
2006-02-11,270.442383
2006-02-12,271.501587
2006-02-13,272.328979
2006-02-14,272.703766
2006-02-15,275.211578
2006-02-16,277.505737
2006-02-17,278.620392
2006-02-18,278.952942
2006-02-19,276.378021
2006-02-20,272.919128
2006-02-21,269.817627
2006-02-22,270.457977
2006-02-23,275.042358
2006-02-24,274.812958
2006-02-25,271.335022
2006-02-26,270.064148
2006-02-27,270.466553
2006-02-28,273.276215
2006-03-01,277.570374
2006-03-02,273.479034
2006-03-03,277.725372
2006-03-04,280.272461
2006-03-05,280.471405
2006-03-06,280.743286
2006-03-07,279.666809
2006-03-08,280.492737
2006-03-09,278.936127
2006-03-10,278.532623
2006-03-11,278.065247
2006-03-12,280.583984
2006-03-13,283.168671
2006-03-14,282.411926
2006-03-15,283.912445
2006-03-16,286.002838
