iter	RMSE
0	0.0605516703
1	0.05918029466
2	0.05798122055
3	0.05685398257
4	0.05566921466
5	0.05454887493
6	0.05345253985
7	0.05242036471
8	0.05132070812
9	0.05031677419
10	0.04938097105
11	0.04851435858
12	0.04760600404
13	0.0467562431
14	0.0458956491
15	0.04506518611
16	0.04430381786
17	0.04351536888
18	0.0428321484
19	0.04205818667
20	0.04143966058
21	0.04082617233
22	0.04015444168
23	0.03962278564
24	0.03903523547
25	0.03857825723
26	0.03804958708
27	0.03747567195
28	0.03700030782
29	0.0365789339
30	0.03612881863
31	0.03562927762
32	0.03514359832
33	0.03464203818
34	0.0342044135
35	0.03379121435
36	0.03333549625
37	0.0329161998
38	0.03258508083
39	0.03221650501
40	0.0319598853
41	0.03163733884
42	0.0312919191
43	0.03105501506
44	0.03078376618
45	0.03048695375
46	0.03019999246
47	0.029955243
48	0.0296936342
49	0.02943155107
50	0.02921261429
51	0.02900014733
52	0.02878618821
53	0.02854509236
54	0.02830251768
55	0.0281036111
56	0.02791138369
57	0.02772760671
58	0.02755020316
59	0.0273931874
60	0.02724572762
61	0.02708571658
62	0.02691710437
63	0.02674429334
64	0.0265897257
65	0.02645578104
66	0.02631948359
67	0.02618786515
68	0.02604441891
69	0.02590440975
70	0.02577541073
71	0.02565432198
72	0.02552895286
73	0.02539425597
74	0.02531235252
75	0.02520144594
76	0.02508776492
77	0.0250101122
78	0.0249072785
79	0.02480438763
80	0.02472302583
81	0.02462016525
82	0.02452375124
83	0.02442833517
84	0.02433946789
85	0.02423763736
86	0.02415495795
87	0.02409852815
88	0.02402938676
89	0.02395269417
90	0.0238775915
91	0.02382102402
92	0.02374142286
93	0.02367391954
94	0.02359284002
95	0.02351678127
96	0.02345166312
97	0.02341207039
98	0.02336054092
99	0.02331162702
100	0.02324390733
101	0.02319046958
102	0.02313105104
103	0.02305333834
104	0.02301092131
105	0.02295570201
106	0.02289218514
107	0.02283556288
108	0.02279561636
109	0.02275320577
110	0.02271636624
111	0.02266106792
112	0.0225856257
113	0.02251853204
114	0.0224601249
115	0.02241009623
116	0.02237511777
117	0.02233514756
118	0.02227012383
119	0.02222958647
120	0.02219183022
