#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3129 Latitude, -98.5226 Longitude (closest value to Latitude:35.3303, Longitude:-98.5202) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-MR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,272.703552
2006-01-02,269.393005
2006-01-03,271.650360
2006-01-04,273.813599
2006-01-05,276.348480
2006-01-06,273.487335
2006-01-07,271.355865
2006-01-08,280.533051
2006-01-09,276.109802
2006-01-10,270.545990
2006-01-11,267.694275
2006-01-12,273.258484
2006-01-13,271.645752
2006-01-14,271.286407
2006-01-15,269.550568
2006-01-16,265.138977
2006-01-17,263.056305
2006-01-18,264.660553
2006-01-19,264.402527
2006-01-20,265.640259
2006-01-21,270.466492
2006-01-22,274.669952
2006-01-23,269.700897
2006-01-24,271.700562
2006-01-25,270.524170
2006-01-26,275.774597
2006-01-27,272.982330
2006-01-28,275.421082
2006-01-29,263.495209
2006-01-30,262.691772
2006-01-31,262.813904
2006-02-01,264.375122
2006-02-02,260.183899
2006-02-03,266.783478
2006-02-04,262.270569
2006-02-05,260.091827
2006-02-06,263.519287
2006-02-07,262.656219
2006-02-08,267.411713
2006-02-09,265.839142
2006-02-10,268.372040
2006-02-11,267.502045
2006-02-12,266.779266
2006-02-13,278.718231
2006-02-14,278.257996
2006-02-15,271.252258
2006-02-16,274.668701
2006-02-17,278.425018
2006-02-18,276.488586
2006-02-19,276.992737
2006-02-20,278.752106
2006-02-21,280.175964
2006-02-22,280.040894
2006-02-23,279.787842
2006-02-24,278.066376
2006-02-25,272.733856
2006-02-26,272.120422
2006-02-27,274.847931
2006-02-28,274.688873
2006-03-01,277.657623
2006-03-02,278.497742
2006-03-03,285.530548
2006-03-04,274.236633
2006-03-05,271.412689
2006-03-06,274.610657
2006-03-07,274.699493
2006-03-08,276.023712
2006-03-09,270.600861
2006-03-10,281.145782
2006-03-11,281.852966
2006-03-12,275.180084
2006-03-13,273.771271
2006-03-14,281.079041
2006-03-15,285.886169
2006-03-16,285.565796
