#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3129 Latitude, -98.5226 Longitude (closest value to Latitude:35.3303, Longitude:-98.5202) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,273.141510
2006-01-02,273.286560
2006-01-03,269.018982
2006-01-04,275.303558
2006-01-05,270.399658
2006-01-06,268.259247
2006-01-07,272.340179
2006-01-08,269.567810
2006-01-09,271.111908
2006-01-10,263.417358
2006-01-11,270.595795
2006-01-12,267.088135
2006-01-13,271.384277
2006-01-14,271.076019
2006-01-15,272.231873
2006-01-16,273.169800
2006-01-17,268.743195
2006-01-18,269.743835
2006-01-19,270.594208
2006-01-20,272.461243
2006-01-21,272.918610
2006-01-22,270.527252
2006-01-23,271.929169
2006-01-24,271.189270
2006-01-25,270.457062
2006-01-26,266.687347
2006-01-27,269.519409
2006-01-28,268.812897
2006-01-29,269.497650
2006-01-30,267.927246
2006-01-31,261.259796
2006-02-01,267.055145
2006-02-02,264.289734
2006-02-03,272.248901
2006-02-04,274.495392
2006-02-05,274.884003
2006-02-06,276.163605
2006-02-07,277.248962
2006-02-08,271.007690
2006-02-09,270.099335
2006-02-10,270.270569
2006-02-11,271.923431
2006-02-12,279.327332
2006-02-13,274.748077
2006-02-14,267.369690
2006-02-15,274.571991
2006-02-16,276.578247
2006-02-17,275.925110
2006-02-18,275.572662
2006-02-19,269.592621
2006-02-20,279.033417
2006-02-21,273.164459
2006-02-22,273.790100
2006-02-23,277.207336
2006-02-24,273.134827
2006-02-25,271.583679
2006-02-26,265.859985
2006-02-27,269.478882
2006-02-28,267.029938
2006-03-01,273.134796
2006-03-02,281.037537
2006-03-03,282.430786
2006-03-04,274.040649
2006-03-05,281.124146
2006-03-06,282.212189
2006-03-07,279.780945
2006-03-08,275.073853
2006-03-09,278.869446
2006-03-10,285.618805
2006-03-11,283.608337
2006-03-12,282.540680
2006-03-13,277.891663
2006-03-14,281.239380
2006-03-15,282.330078
2006-03-16,280.050385
