#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3129 Latitude, -98.5226 Longitude (closest value to Latitude:35.3303, Longitude:-98.5202) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-CC365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,272.856567
2006-01-02,267.022217
2006-01-03,266.373413
2006-01-04,269.453949
2006-01-05,272.604065
2006-01-06,274.489594
2006-01-07,269.603119
2006-01-08,267.409607
2006-01-09,268.888916
2006-01-10,271.128235
2006-01-11,270.213531
2006-01-12,264.918457
2006-01-13,262.512207
2006-01-14,264.316284
2006-01-15,267.291779
2006-01-16,268.995697
2006-01-17,267.845032
2006-01-18,268.063873
2006-01-19,269.568970
2006-01-20,269.592896
2006-01-21,272.664124
2006-01-22,270.122864
2006-01-23,269.137817
2006-01-24,268.773956
2006-01-25,269.023499
2006-01-26,269.599579
2006-01-27,268.482971
2006-01-28,268.198547
2006-01-29,270.239105
2006-01-30,271.201965
2006-01-31,269.676208
2006-02-01,271.317688
2006-02-02,270.548065
2006-02-03,272.045258
2006-02-04,272.436432
2006-02-05,269.479584
2006-02-06,268.484009
2006-02-07,269.409332
2006-02-08,268.764069
2006-02-09,270.298126
2006-02-10,271.536987
2006-02-11,270.536713
2006-02-12,271.922272
2006-02-13,272.825684
2006-02-14,272.958038
2006-02-15,275.466064
2006-02-16,277.877136
2006-02-17,278.957855
2006-02-18,279.186127
2006-02-19,277.015930
2006-02-20,273.340729
2006-02-21,270.249390
2006-02-22,270.679260
2006-02-23,275.407990
2006-02-24,275.415009
2006-02-25,271.567261
2006-02-26,270.110077
2006-02-27,270.683502
2006-02-28,273.618622
2006-03-01,278.109772
2006-03-02,274.035522
2006-03-03,278.056946
2006-03-04,280.429077
2006-03-05,280.759399
2006-03-06,280.964264
2006-03-07,279.814575
2006-03-08,280.894531
2006-03-09,279.267883
2006-03-10,278.633545
2006-03-11,278.308868
2006-03-12,280.853394
2006-03-13,283.619751
2006-03-14,282.724976
2006-03-15,284.029266
2006-03-16,285.882172
