#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3129 Latitude, -98.5226 Longitude (closest value to Latitude:35.3303, Longitude:-98.5202) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,268.940063
2006-01-02,265.901947
2006-01-03,263.804138
2006-01-04,262.623322
2006-01-05,265.577850
2006-01-06,267.377258
2006-01-07,270.237457
2006-01-08,270.358826
2006-01-09,266.712189
2006-01-10,270.301422
2006-01-11,269.684235
2006-01-12,266.211029
2006-01-13,273.192841
2006-01-14,269.966675
2006-01-15,271.719147
2006-01-16,270.865784
2006-01-17,269.508942
2006-01-18,275.457092
2006-01-19,266.509247
2006-01-20,262.518616
2006-01-21,264.560730
2006-01-22,268.883484
2006-01-23,270.844360
2006-01-24,268.499908
2006-01-25,272.011810
2006-01-26,271.214539
2006-01-27,271.571075
2006-01-28,274.974274
2006-01-29,272.075073
2006-01-30,277.210754
2006-01-31,278.364929
2006-02-01,275.847809
2006-02-02,276.885101
2006-02-03,268.688629
2006-02-04,268.054474
2006-02-05,256.267975
2006-02-06,256.363708
2006-02-07,262.823120
2006-02-08,266.894592
2006-02-09,260.648590
2006-02-10,259.780823
2006-02-11,259.472870
2006-02-12,260.176453
2006-02-13,265.801025
2006-02-14,273.764832
2006-02-15,274.094574
2006-02-16,269.893127
2006-02-17,268.149689
2006-02-18,262.295654
2006-02-19,266.228088
2006-02-20,270.496948
2006-02-21,270.943207
2006-02-22,269.981171
2006-02-23,271.211517
2006-02-24,274.397552
2006-02-25,272.507690
2006-02-26,270.923126
2006-02-27,265.944122
2006-02-28,270.638885
2006-03-01,274.629791
2006-03-02,274.608215
2006-03-03,274.646332
2006-03-04,278.699677
2006-03-05,274.468597
2006-03-06,282.209137
2006-03-07,279.454437
2006-03-08,275.574249
2006-03-09,281.171906
2006-03-10,278.404663
2006-03-11,278.068848
2006-03-12,283.605530
2006-03-13,281.233398
2006-03-14,282.716949
2006-03-15,276.163910
2006-03-16,276.353546
