#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.5226 Longitude (closest value to Latitude:35.3915, Longitude:-98.5138) "
#Original Data File(s):
#agg_macav2metdata_tasmin_bcc-csm1-1-m_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,271.140533
2006-01-02,271.938080
2006-01-03,276.981384
2006-01-04,273.550140
2006-01-05,276.286285
2006-01-06,275.730927
2006-01-07,264.401520
2006-01-08,264.063538
2006-01-09,265.254913
2006-01-10,265.606445
2006-01-11,268.657471
2006-01-12,271.985748
2006-01-13,274.149750
2006-01-14,274.917328
2006-01-15,273.564148
2006-01-16,275.232727
2006-01-17,274.255951
2006-01-18,273.937317
2006-01-19,276.838959
2006-01-20,274.155975
2006-01-21,275.314087
2006-01-22,265.278381
2006-01-23,265.471008
2006-01-24,266.821960
2006-01-25,264.514069
2006-01-26,263.960846
2006-01-27,269.345428
2006-01-28,268.538177
2006-01-29,273.310059
2006-01-30,272.883636
2006-01-31,272.607574
2006-02-01,271.959167
2006-02-02,277.460236
2006-02-03,278.695038
2006-02-04,277.470551
2006-02-05,277.128357
2006-02-06,270.659515
2006-02-07,270.658569
2006-02-08,266.252197
2006-02-09,266.116882
2006-02-10,267.579285
2006-02-11,266.112946
2006-02-12,265.904999
2006-02-13,271.883820
2006-02-14,268.863556
2006-02-15,271.188690
2006-02-16,273.149567
2006-02-17,275.328491
2006-02-18,276.642792
2006-02-19,275.227478
2006-02-20,272.030640
2006-02-21,273.267395
2006-02-22,274.827667
2006-02-23,272.303131
2006-02-24,277.793976
2006-02-25,273.332001
2006-02-26,272.503387
2006-02-27,275.306580
2006-02-28,272.996338
2006-03-01,275.066376
2006-03-02,280.795685
2006-03-03,276.565613
2006-03-04,278.148529
2006-03-05,284.127869
2006-03-06,273.331024
2006-03-07,277.828430
2006-03-08,271.626007
2006-03-09,273.614075
2006-03-10,275.817780
2006-03-11,275.589081
2006-03-12,278.923340
2006-03-13,275.787994
2006-03-14,276.554779
2006-03-15,280.823364
2006-03-16,278.931183
