#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.5226 Longitude (closest value to Latitude:35.3915, Longitude:-98.5138) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-MR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,272.385742
2006-01-02,269.388672
2006-01-03,271.976044
2006-01-04,273.944305
2006-01-05,276.536255
2006-01-06,273.543427
2006-01-07,271.404999
2006-01-08,280.495880
2006-01-09,275.967438
2006-01-10,270.159637
2006-01-11,267.802490
2006-01-12,273.595612
2006-01-13,271.592377
2006-01-14,271.506073
2006-01-15,269.399109
2006-01-16,264.547363
2006-01-17,262.496979
2006-01-18,264.738220
2006-01-19,264.238373
2006-01-20,265.533783
2006-01-21,270.506073
2006-01-22,274.688721
2006-01-23,269.399170
2006-01-24,271.629059
2006-01-25,270.602997
2006-01-26,275.959442
2006-01-27,272.776276
2006-01-28,275.314301
2006-01-29,263.459747
2006-01-30,262.104248
2006-01-31,262.410889
2006-02-01,264.202087
2006-02-02,259.829315
2006-02-03,266.541656
2006-02-04,261.641022
2006-02-05,259.582123
2006-02-06,262.836456
2006-02-07,262.396698
2006-02-08,266.912262
2006-02-09,265.213531
2006-02-10,268.218262
2006-02-11,267.021240
2006-02-12,266.554565
2006-02-13,278.974762
2006-02-14,278.036072
2006-02-15,271.075775
2006-02-16,274.640594
2006-02-17,278.587769
2006-02-18,276.498413
2006-02-19,276.976227
2006-02-20,278.971924
2006-02-21,280.084564
2006-02-22,280.069275
2006-02-23,280.014557
2006-02-24,277.832428
2006-02-25,272.509369
2006-02-26,271.994751
2006-02-27,274.718781
2006-02-28,274.719818
2006-03-01,277.507477
2006-03-02,278.351410
2006-03-03,285.468292
2006-03-04,273.664886
2006-03-05,271.111755
2006-03-06,274.284576
2006-03-07,274.604767
2006-03-08,275.774017
2006-03-09,270.407562
2006-03-10,281.009735
2006-03-11,281.380707
2006-03-12,275.148315
2006-03-13,273.545715
2006-03-14,281.132843
2006-03-15,285.564270
2006-03-16,285.153229
