#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.5226 Longitude (closest value to Latitude:35.3915, Longitude:-98.5138) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5B-LR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,264.947296
2006-01-02,263.473785
2006-01-03,260.924835
2006-01-04,266.445557
2006-01-05,272.180603
2006-01-06,269.561768
2006-01-07,266.742096
2006-01-08,266.384277
2006-01-09,270.131226
2006-01-10,273.342773
2006-01-11,271.942230
2006-01-12,272.113617
2006-01-13,270.953949
2006-01-14,270.269196
2006-01-15,268.123657
2006-01-16,265.424591
2006-01-17,267.830231
2006-01-18,268.428284
2006-01-19,267.896240
2006-01-20,270.705994
2006-01-21,272.240448
2006-01-22,268.459900
2006-01-23,266.252472
2006-01-24,267.843719
2006-01-25,269.075012
2006-01-26,271.981842
2006-01-27,277.152985
2006-01-28,270.630035
2006-01-29,268.750549
2006-01-30,269.867981
2006-01-31,269.876282
2006-02-01,267.913391
2006-02-02,269.577484
2006-02-03,271.547607
2006-02-04,273.686890
2006-02-05,269.193085
2006-02-06,274.611847
2006-02-07,270.754028
2006-02-08,275.141388
2006-02-09,274.029083
2006-02-10,278.827515
2006-02-11,284.206207
2006-02-12,282.916229
2006-02-13,277.523865
2006-02-14,280.350800
2006-02-15,283.021942
2006-02-16,282.054108
2006-02-17,276.223572
2006-02-18,275.391937
2006-02-19,274.443634
2006-02-20,274.755005
2006-02-21,268.269684
2006-02-22,269.315704
2006-02-23,273.015564
2006-02-24,273.487640
2006-02-25,276.368866
2006-02-26,277.577454
2006-02-27,273.861420
2006-02-28,268.526276
2006-03-01,267.116608
2006-03-02,268.796387
2006-03-03,266.720795
2006-03-04,272.371063
2006-03-05,272.889648
2006-03-06,275.029388
2006-03-07,275.939209
2006-03-08,274.303314
2006-03-09,272.893219
2006-03-10,280.077850
2006-03-11,279.519135
2006-03-12,274.119415
2006-03-13,272.403381
2006-03-14,275.062408
2006-03-15,278.598541
2006-03-16,282.669556
