#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.5226 Longitude (closest value to Latitude:35.3915, Longitude:-98.5138) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC-ESM-CHEM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,273.645386
2006-01-02,270.473969
2006-01-03,264.762878
2006-01-04,264.131531
2006-01-05,268.005371
2006-01-06,264.514679
2006-01-07,263.328888
2006-01-08,266.665924
2006-01-09,267.734833
2006-01-10,261.382568
2006-01-11,261.877655
2006-01-12,268.002747
2006-01-13,266.349243
2006-01-14,276.418182
2006-01-15,280.177429
2006-01-16,269.749634
2006-01-17,270.845551
2006-01-18,270.555847
2006-01-19,274.109406
2006-01-20,274.939514
2006-01-21,274.336884
2006-01-22,277.360535
2006-01-23,279.824829
2006-01-24,273.723755
2006-01-25,272.096954
2006-01-26,274.563263
2006-01-27,280.961121
2006-01-28,279.088013
2006-01-29,269.085052
2006-01-30,268.607697
2006-01-31,271.026245
2006-02-01,270.816711
2006-02-02,270.319183
2006-02-03,270.530060
2006-02-04,269.998291
2006-02-05,264.897644
2006-02-06,258.386444
2006-02-07,259.811615
2006-02-08,263.947113
2006-02-09,267.155090
2006-02-10,265.535522
2006-02-11,269.003265
2006-02-12,267.238983
2006-02-13,267.775421
2006-02-14,266.848938
2006-02-15,268.458344
2006-02-16,271.656158
2006-02-17,275.705048
2006-02-18,269.250702
2006-02-19,272.023956
2006-02-20,277.681732
2006-02-21,282.419159
2006-02-22,286.379547
2006-02-23,287.066681
2006-02-24,280.810669
2006-02-25,274.611786
2006-02-26,273.222870
2006-02-27,279.981018
2006-02-28,262.503418
2006-03-01,272.024475
2006-03-02,274.469604
2006-03-03,274.638214
2006-03-04,276.045532
2006-03-05,267.803619
2006-03-06,272.805206
2006-03-07,279.871277
2006-03-08,276.366394
2006-03-09,279.275879
2006-03-10,268.713837
2006-03-11,272.760529
2006-03-12,278.620178
2006-03-13,278.007172
2006-03-14,272.797089
2006-03-15,276.630859
2006-03-16,278.653656
