#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.5226 Longitude (closest value to Latitude:35.3915, Longitude:-98.5138) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5B-LR_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,264.876709
2006-01-02,264.384247
2006-01-03,261.141510
2006-01-04,266.675842
2006-01-05,272.362366
2006-01-06,269.412628
2006-01-07,266.933136
2006-01-08,267.071503
2006-01-09,269.715210
2006-01-10,273.161133
2006-01-11,271.608521
2006-01-12,270.935516
2006-01-13,267.094574
2006-01-14,269.283081
2006-01-15,271.230133
2006-01-16,267.014099
2006-01-17,264.071167
2006-01-18,265.872131
2006-01-19,268.618774
2006-01-20,272.873016
2006-01-21,272.772095
2006-01-22,274.443451
2006-01-23,269.938293
2006-01-24,272.966797
2006-01-25,275.404694
2006-01-26,269.684601
2006-01-27,270.726044
2006-01-28,270.802399
2006-01-29,266.639648
2006-01-30,268.058929
2006-01-31,266.955017
2006-02-01,271.084747
2006-02-02,270.890259
2006-02-03,272.357117
2006-02-04,273.076874
2006-02-05,274.941986
2006-02-06,280.353394
2006-02-07,277.369232
2006-02-08,278.056488
2006-02-09,279.064880
2006-02-10,280.672028
2006-02-11,279.241913
2006-02-12,280.845398
2006-02-13,280.428650
2006-02-14,273.300262
2006-02-15,278.011963
2006-02-16,276.975128
2006-02-17,276.115143
2006-02-18,276.453613
2006-02-19,283.113770
2006-02-20,277.132019
2006-02-21,276.442810
2006-02-22,279.024475
2006-02-23,279.815582
2006-02-24,284.867340
2006-02-25,284.059662
2006-02-26,279.216858
2006-02-27,278.604187
2006-02-28,275.361664
2006-03-01,274.981537
2006-03-02,273.934204
2006-03-03,279.071747
2006-03-04,280.091522
2006-03-05,274.421722
2006-03-06,273.909607
2006-03-07,269.362213
2006-03-08,272.642975
2006-03-09,275.577911
2006-03-10,272.653107
2006-03-11,276.151337
2006-03-12,275.843933
2006-03-13,275.154846
2006-03-14,276.124817
2006-03-15,267.524109
2006-03-16,269.429962
